epoch,timestamp,open,high,low,close,volume,usd_volume,trades
1567962000,2019-09-08 17:00:00,10000,10000,10000,10000,0.002,20,2
1567965600,2019-09-08 18:00:00,10000,10000,10000,10000,0,0,0
1567969200,2019-09-08 19:00:00,10344.77,10357.53,10337.43,10340.12,471.659,4879792.35614,562
1567972800,2019-09-08 20:00:00,10340.12,10368.64,10334.54,10351.42,583.271,6037732.62590,731
1567976400,2019-09-08 21:00:00,10351.42,10391.90,10324.77,10391.90,689.759,7136798.50523,827
1567980000,2019-09-08 22:00:00,10392.59,10412.65,10375.58,10375.58,675.394,7020272.87987,821
1567983600,2019-09-08 23:00:00,10375.58,10392.25,10366.57,10391.63,676.206,7021684.08263,811
1567987200,2019-09-09 00:00:00,10391.63,10391.63,10391.63,10391.63,0,0,0
1567990800,2019-09-09 01:00:00,10391.63,10391.63,10391.63,10391.63,0,0,0
1567994400,2019-09-09 02:00:00,10316.62,10316.65,10294.29,10296.04,96.462,994913.57830,112
1567998000,2019-09-09 03:00:00,10295.81,10316.68,10267.37,10297.89,682.987,7035936.52531,789
1568001600,2019-09-09 04:00:00,10297.89,10316.33,10251.51,10316.30,680.278,6998829.86825,800
1568005200,2019-09-09 05:00:00,10316.30,10316.34,10299.80,10304.32,671.524,6923746.52835,838
1568008800,2019-09-09 06:00:00,10304.32,10305.51,10252.36,10256.09,680.520,7000049.21327,787
1568012400,2019-09-09 07:00:00,10260.16,10273.71,10092.71,10149.47,632.467,6444656.97444,694
1568016000,2019-09-09 08:00:00,10149.47,10170.74,10077.22,10147.84,1160.043,11767567.60192,1376
1568019600,2019-09-09 09:00:00,10147.84,10267.74,10143.68,10248.89,274.673,2797795.41903,311
1568023200,2019-09-09 10:00:00,10249.57,10256.18,10196.76,10253.25,384.383,3930827.34190,347
1568026800,2019-09-09 11:00:00,10247.69,10475.54,10222.75,10414.60,647.386,6717546.96884,390
1568030400,2019-09-09 12:00:00,10411.70,10411.70,10349.89,10356.75,844.568,8773026.60503,427
1568034000,2019-09-09 13:00:00,10356.61,10389.12,10317.61,10322.37,872.928,9033564.90308,443
1568037600,2019-09-09 14:00:00,10327.06,10363.82,10302.69,10337.55,830.825,8584177.19507,448
1568041200,2019-09-09 15:00:00,10333.86,10363.66,10308.84,10314.26,837.694,8652721.08945,420
1568044800,2019-09-09 16:00:00,10314.26,10333.55,10183.31,10255.44,1126.982,11563066.75109,506
1568048400,2019-09-09 17:00:00,10253.31,10296.30,10235.30,10263.33,913.252,9373905.81204,451
1568052000,2019-09-09 18:00:00,10261.38,10288.82,10250.56,10255.58,918.219,9428893.62252,486
1568055600,2019-09-09 19:00:00,10255.58,10323.13,10237.17,10308.87,956.876,9824621.27309,474
1568059200,2019-09-09 20:00:00,10307.80,10420.65,10228.28,10233.85,726.047,7476354.55643,337
1568062800,2019-09-09 21:00:00,10229.48,10343.79,10229.48,10289.48,516.808,5308976.25190,366
1568066400,2019-09-09 22:00:00,10289.48,10358.69,10289.48,10358.69,296.634,3062996.26917,268
1568070000,2019-09-09 23:00:00,10347.50,10382.64,10304.80,10307,72.817,753035.22305,226
1568073600,2019-09-10 00:00:00,10307,10373.14,10307,10338.61,197.310,2042308.95080,339
1568077200,2019-09-10 01:00:00,10336.92,10382.97,10328.53,10328.53,322.633,3344060.98480,368
1568080800,2019-09-10 02:00:00,10328.04,10356.14,10281.43,10281.43,546.280,5642315.53547,557
1568084400,2019-09-10 03:00:00,10285.58,10320.45,10266.61,10307.25,481.232,4955126.42852,488
1568088000,2019-09-10 04:00:00,10309.17,10329.24,10304.57,10305.21,513.665,5295487.58033,580
1568091600,2019-09-10 05:00:00,10305.21,10306.67,10251.86,10262.85,312.001,3209239.86367,361
1568095200,2019-09-10 06:00:00,10263.35,10271.65,10226.81,10265.96,449.925,4613470.79408,416
1568098800,2019-09-10 07:00:00,10265.96,10304.82,10240.25,10272.46,430.492,4422442.76368,364
1568102400,2019-09-10 08:00:00,10271.93,10286.15,10247.20,10256.08,374.454,3843722.91803,355
1568106000,2019-09-10 09:00:00,10255.76,10290.01,10206.87,10248.67,356.750,3656178.83037,347
1568109600,2019-09-10 10:00:00,10255.07,10280.90,10222.99,10240.32,358.313,3673689.25226,319
1568113200,2019-09-10 11:00:00,10240.11,10259.52,10223.56,10254.56,319.484,3271864.44749,300
1568116800,2019-09-10 12:00:00,10252.70,10270.58,10226.02,10254.63,320.088,3279911.64845,331
1568120400,2019-09-10 13:00:00,10256.66,10258.78,10221.96,10241.79,308.964,3163226.44560,317
1568124000,2019-09-10 14:00:00,10237.92,10239.21,10176.69,10208.34,579.259,5917454.01250,881
1568127600,2019-09-10 15:00:00,10203.70,10222.71,10167.91,10179.10,321.499,3277552.23485,351
1568131200,2019-09-10 16:00:00,10172.13,10237.41,10172.13,10225.40,306.303,3126933.99917,353
1568134800,2019-09-10 17:00:00,10222.36,10232.64,10195.13,10213.69,333.288,3403262.05742,366
1568138400,2019-09-10 18:00:00,10213.58,10218.72,10192.47,10198.27,305.427,3116567.79702,340
1568142000,2019-09-10 19:00:00,10194.82,10202.43,9940.87,10026.56,468.928,4730102.42127,590
1568145600,2019-09-10 20:00:00,10021.49,10080.64,9991.73,10062.53,336.757,3379006.99630,404
1568149200,2019-09-10 21:00:00,10060.46,10127.22,10040.85,10108.06,423.519,4267949.92521,526
