epoch,date,mid_price,spread,ask_slippage,bid_slippage
1661126400,2022-08-22 00:00:00,1610.3438888888888,0.014027777777771335,0.0002742245974991016,0.0002817084878748582
1661130000,2022-08-22 01:00:00,1602.332361111111,0.011666666666662372,0.00027430320514856143,0.00028137631345895287
1661133600,2022-08-22 02:00:00,1602.5886805555556,0.01041666666666193,0.0002639766003001859,0.0002615934879799789
1661137200,2022-08-22 03:00:00,1604.0378124999997,0.012152777777777778,0.00024467224479583706,0.0002632895435794888
1661140800,2022-08-22 04:00:00,1595.3388541666664,0.012291666666661804,0.00025353281195140487,0.00023632972697291358
1661144400,2022-08-22 05:00:00,1603.8947569444445,0.012708333333334407,0.000248239839801167,0.00024336788814689306
1661148000,2022-08-22 06:00:00,1590.804861111112,0.01569444444444596,0.00026341067488007874,0.00027775296406827056
1661151600,2022-08-22 07:00:00,1575.8413888888886,0.014027777777777651,0.0002691942300183659,0.0002926846896002366
1661155200,2022-08-22 08:00:00,1544.088541666667,0.01777777777777582,0.0003252623516010833,0.0003035197302451897
1661158800,2022-08-22 09:00:00,1559.7856944444457,0.018472222222218053,0.0003028306410383197,0.0002667191519584706
1661162400,2022-08-22 10:00:00,1567.5028125000001,0.012708333333326513,0.00026391004934564336,0.00027173782217444704
1661166000,2022-08-22 11:00:00,1569.479513888889,0.010555555555558586,0.0002650550654472105,0.0002461170793539057
1661169600,2022-08-22 12:00:00,1566.815798611111,0.01104166666666294,0.0002594530645195026,0.00027236256553298926
1661173200,2022-08-22 13:00:00,1562.0457986111114,0.01576388888888087,0.0002794115235283649,0.00028963920638201267
1661176800,2022-08-22 14:00:00,1566.803680555556,0.01819444444444053,0.00029635783179003347,0.00028168140010017623
1661180400,2022-08-22 15:00:00,1575.2559375000012,0.014930555555554607,0.00027740022976004364,0.0002568469445761739
1661184000,2022-08-22 16:00:00,1581.3817708333338,0.012708333333337565,0.00025536802537304737,0.000250381001991702
1661187600,2022-08-22 17:00:00,1575.4426041666673,0.010069444444441602,0.00024468773821924246,0.00023746786584061852
1661191200,2022-08-22 18:00:00,1563.106180555556,0.012083333333338133,0.00025631210254668547,0.00026494007809765776
1661194800,2022-08-22 19:00:00,1561.8199305555552,0.0102777777777858,0.00025559354127200186,0.00025732099581415716
1661198400,2022-08-22 20:00:00,1579.4475694444436,0.012222222222223737,0.0002672326718636989,0.0002781150516618958
1661202000,2022-08-22 21:00:00,1572.5352777777775,0.010833333333329797,0.00036498629278924953,0.00031526685770989576
1661205600,2022-08-22 22:00:00,1582.9982291666672,0.010624999999996653,0.0002639387666750729,0.0002340175949656359
1661209200,2022-08-22 23:00:00,1599.9205902777774,0.012569444444442487,0.0002877781891641501,0.0002143721172980501
1661212800,2022-08-23 00:00:00,1622.4572222222223,0.012916666666661235,0.0002561163459417024,0.00024347666364147225
1661216400,2022-08-23 01:00:00,1628.1760763888892,0.010763888888886994,0.0002527902836841078,0.00024066168356195775
1661220000,2022-08-23 02:00:00,1622.3386805555558,0.0099999999999988,0.00022443423267594825,0.00022616300364671608
1661223600,2022-08-23 03:00:00,1624.6321180555549,0.011458333333329228,0.00021316035555197894,0.0002490458058050096
1661227200,2022-08-23 04:00:00,1611.9054513888889,0.010624999999993494,0.00021783826675131433,0.00025672310926949107
1661230800,2022-08-23 05:00:00,1590.0671875000003,0.010347222222219128,0.00023990186787804584,0.0002660357673902359
1661234400,2022-08-23 06:00:00,1571.9136111111118,0.015277777777776514,0.0002472572728580288,0.00024602828614110546
1661238000,2022-08-23 07:00:00,1589.3073263888882,0.011180555555558018,0.00025533522442699574,0.00023844961941858726
1661241600,2022-08-23 08:00:00,1608.9034722222214,0.014166666666660098,0.00022214878374488827,0.0002587012747699584
1661245200,2022-08-23 09:00:00,1603.9498958333338,0.011736111111105174,0.00023948425373224944,0.00024020230661856004
1661248800,2022-08-23 10:00:00,1605.282743055556,0.010347222222225443,0.00026066522524532346,0.00023672561777341998
1661252400,2022-08-23 11:00:00,1608.7314236111115,0.010902777777777336,0.000247946830497609,0.0002287085977333839
1661256000,2022-08-23 12:00:00,1614.428090277778,0.01118055555555486,0.000251951782772216,0.0002547527602423298
1661259600,2022-08-23 13:00:00,1620.0845833333328,0.015555555555563514,0.0002529008018690999,0.0002816203638868579
