asset,epoch,timestamp,supply,borrow,supply_ma30,borrow_ma30
weth,1606950819,2020-12-02 23:13:39,8.100631094929095e-05,0.0033283308298189874,0.0,0.0
weth,1607039607,2020-12-03 23:53:27,2.845966668e-11,1.97279502973211e-06,0.0,0.0
weth,1607125668,2020-12-04 23:47:48,5.376138380072526e-05,0.0021290660895755507,0.0,0.0
weth,1607212791,2020-12-05 23:59:51,0.00015912137979731003,0.004494656372720155,0.0,0.0
weth,1607298728,2020-12-06 23:52:08,0.00021273085451881007,0.004181335612309913,0.0,0.0
weth,1607384830,2020-12-07 23:47:10,0.0002106348319432575,0.004457543493897153,0.0,0.0
weth,1607470975,2020-12-08 23:42:55,0.00014026022041010197,0.0033819145269031138,0.0,0.0
weth,1607558075,2020-12-09 23:54:35,0.00013761661539119172,0.0027381872029289284,0.0,0.0
weth,1607643125,2020-12-10 23:32:05,8.736565447923571e-05,0.0020437688534742223,0.0,0.0
weth,1607728553,2020-12-11 23:15:53,0.0002366808486181297,0.0026597242140504705,0.0,0.0
weth,1607816215,2020-12-12 23:36:55,0.0003778730186160569,0.003234291587347386,0.0,0.0
weth,1607903804,2020-12-13 23:56:44,0.00044690766565670523,0.004777957850788989,0.0,0.0
weth,1607988748,2020-12-14 23:32:28,0.00040828928853683624,0.0047583213872488435,0.0,0.0
weth,1608072204,2020-12-15 22:43:24,0.0006315732369182197,0.005888061425127314,0.0,0.0
weth,1608163104,2020-12-16 23:58:24,0.0007650533460269192,0.007203464419444999,0.0,0.0
weth,1608249473,2020-12-17 23:57:53,0.0005326612484675587,0.008187209689925255,0.0,0.0
weth,1608335994,2020-12-18 23:59:54,0.0007980401663129706,0.010083293524635176,0.0,0.0
weth,1608422033,2020-12-19 23:53:53,0.0009059513436006413,0.010798204918361502,0.0,0.0
weth,1608508103,2020-12-20 23:48:23,0.0006260470526244242,0.008827436250827467,0.0,0.0
weth,1608594206,2020-12-21 23:43:26,0.0006242959124343471,0.008754706822544589,0.0,0.0
weth,1608679164,2020-12-22 23:19:24,0.0007040591492471897,0.00940389308996857,0.0,0.0
weth,1608767810,2020-12-23 23:56:50,0.0013089692536496793,0.01312694536726048,0.0,0.0
weth,1608851255,2020-12-24 23:07:35,0.001091739743279562,0.0119628775039784,0.0,0.0
weth,1608940615,2020-12-25 23:56:55,0.0005195578169760719,0.007944694439822516,0.0,0.0
weth,1609027071,2020-12-26 23:57:51,0.0007959685380699837,0.010046379829600783,0.0,0.0
weth,1609113392,2020-12-27 23:56:32,0.0007347645204410942,0.009617476232998974,0.0,0.0
weth,1609199493,2020-12-28 23:51:33,0.0006085522231215659,0.008724617022359573,0.0,0.0
weth,1609286233,2020-12-29 23:57:13,0.0007611127276266665,0.009912738438709838,0.0,0.0
weth,1609372640,2020-12-30 23:57:20,0.00039743262251275383,0.0070720323852250366,0.00084447833002848,0.00601153589110896
weth,1609458355,2020-12-31 23:45:55,0.00020458689775529947,0.00488641517592596,0.00084603186371376,0.00613927684734336
weth,1609544380,2021-01-01 23:39:40,0.0011568985265984321,0.012453272026458682,0.0008704730849112,0.00637765554859344
weth,1609631962,2021-01-02 23:59:22,0.001130011764401149,0.012314318268742661,0.00088357819263984,0.00673553980042992
weth,1609718110,2021-01-03 23:55:10,0.0011943596092857185,0.012666709120359164,0.00087217502732784,0.00712121893627104
weth,1609804712,2021-01-04 23:58:32,0.001448747890718809,0.013993961859523266,0.00092268549112464,0.0074971589161392
weth,1609891181,2021-01-05 23:59:41,0.002206095630672615,0.017313261679209414,0.00098527234445424,0.00792422620617168
weth,1609977210,2021-01-06 23:53:30,0.0023959404453111907,0.017907995602521518,0.00106117404356448,0.0083995157453688
weth,1610063582,2021-01-07 23:53:02,0.002198479405435342,0.01714295223540701,0.00111098019905136,0.00886256244613296
weth,1610150095,2021-01-08 23:54:55,0.002380995575068869,0.017796439990187523,0.0011785222170216,0.00933539596921872
weth,1610236760,2021-01-09 23:59:20,0.003338810199932278,0.021020689747015205,0.00126036829918224,0.00991296452215584
weth,1610322763,2021-01-10 23:52:43,0.004143274323524993,0.023532290529831492,0.00139103787380832,0.01060674738743808
weth,1610409383,2021-01-11 23:56:23,0.004248272697838707,0.023434485889141744,0.00154762153769808,0.01133088439034736
weth,1610495976,2021-01-12 23:59:36,0.006393803307986359,0.029168825908812195,0.00168266806314336,0.01201742400155472
weth,1610582014,2021-01-13 23:53:34,0.010274962954140385,0.03643308472102968,0.001886063665464,0.01279662577060608
weth,1610668593,2021-01-14 23:56:33,0.01026678431195207,0.03647509248747547,0.0022001812542864,0.01378237531213584
weth,1610755156,2021-01-15 23:59:16,0.008947161402076386,0.03412031368681661,0.00248829442086528,0.0147374417479392
weth,1610841499,2021-01-16 23:58:19,0.009677935439399038,0.03564543475937541,0.00280696843314432,0.01568682054126
weth,1610927233,2021-01-17 23:47:13,0.009661826898143669,0.03558954250631495,0.0030948162447816,0.01653786005403312
weth,1611014376,2021-01-18 23:59:36,0.008369663376718668,0.032992754325425123,0.00338427775353888,0.01735124368023936
weth,1611100363,2021-01-19 23:52:43,0.0028477357721559825,0.017492915502452997,0.00345606949885104,0.01765150661683872
weth,1611187112,2021-01-20 23:58:32,0.002240197311650448,0.016774492991139672,0.003492963090288,0.01790137203077952
weth,1611273564,2021-01-21 23:59:24,0.002520405329354118,0.017856215487553118,0.00354935503984464,0.01817160876883152
weth,1611359948,2021-01-22 23:59:08,0.0026564720333947813,0.018334198584448565,0.00362421848837232,0.018439851183804
