epoch,date,mid_price,spread,ask_slippage,bid_slippage
1661126400,2022-08-22 00:00:00,21458.069097222222,0.11458333333338386,0.00013280510708938489,0.0001200219265547156
1661130000,2022-08-22 01:00:00,21418.077777777784,0.12638888888881816,0.00013645427081516488,0.00011871333360774958
1661133600,2022-08-22 02:00:00,21422.730902777777,0.10625000000004547,0.00012181867946700692,0.00012490260035473286
1661137200,2022-08-22 03:00:00,21451.33576388887,0.11319444444413623,0.00011287576311088708,0.00012962854095392674
1661140800,2022-08-22 04:00:00,21408.185763888898,0.10625000000007073,0.00011308831438733992,0.00011314054342290031
1661144400,2022-08-22 05:00:00,21439.896527777775,0.10000000000001011,0.00011424923059740286,0.00010654676011970694
1661148000,2022-08-22 06:00:00,21368.519444444453,0.111111111110909,0.0001193983166954246,0.00012004147763361636
1661151600,2022-08-22 07:00:00,21246.77083333333,0.11249999999980294,0.00011003212322141578,0.00015305722545394212
1661155200,2022-08-22 08:00:00,21003.666319444448,0.12569444444443434,0.0001320067018157113,0.00014670361340147302
1661158800,2022-08-22 09:00:00,21145.659374999992,0.1020833333329847,0.00014305878797994648,0.00012057331900009583
1661162400,2022-08-22 10:00:00,21211.84756944444,0.10902777777760599,0.00013805964852899028,0.00012394159674170488
1661166000,2022-08-22 11:00:00,21247.17673611112,0.10069444444431813,0.00013645755358283353,0.00012217643100621226
1661169600,2022-08-22 12:00:00,21230.18680555555,0.10833333333309586,0.00013479200727977846,0.00012714657208985565
1661173200,2022-08-22 13:00:00,21215.374305555557,0.12361111111085342,0.00013778850453262566,0.00013721162430830396
1661176800,2022-08-22 14:00:00,21248.845486111113,0.10624999999951494,0.0001276856887868421,0.00014521668942772407
1661180400,2022-08-22 15:00:00,21286.021527777768,0.10277777777762115,0.0001374849875429672,0.00013380527635807488
1661184000,2022-08-22 16:00:00,21352.82534722223,0.10069444444444445,0.00013010882615241247,0.00012372550060808814
1661187600,2022-08-22 17:00:00,21260.86597222222,0.10138888888890404,0.00012049129664071395,0.00012264456850736316
1661191200,2022-08-22 18:00:00,21096.245486111104,0.10347222222182811,0.00011819550959947956,0.00014761591818726992
1661194800,2022-08-22 19:00:00,21041.894444444446,0.09999999999985852,0.00011491495857692268,0.00014850513328725176
1661198400,2022-08-22 20:00:00,21111.09930555553,0.11249999999975241,0.00012005022418136236,0.00013553770387445669
1661202000,2022-08-22 21:00:00,21086.28437500001,0.11041666666662625,0.00019603974822738818,0.00016128226619104968
1661205600,2022-08-22 22:00:00,21173.02743055557,0.11597222222210096,0.00014200901872116385,0.00013351495104629442
1661209200,2022-08-22 23:00:00,21245.819791666672,0.1006944444441918,0.0001316822216156306,0.0001208774918602064
1661212800,2022-08-23 00:00:00,21370.954861111117,0.12638888888884342,0.00012782412176757282,0.00010629308408909508
1661216400,2022-08-23 01:00:00,21339.20347222222,0.10416666666638877,0.00010772173513529995,0.0001178262790229973
1661220000,2022-08-23 02:00:00,21296.397916666654,0.1027777777773685,0.00010387343227000266,9.61655251722193e-05
1661223600,2022-08-23 03:00:00,21309.03159722224,0.10069444444414127,0.00010816251354871486,0.00010395206908611233
1661227200,2022-08-23 04:00:00,21258.397222222247,0.09999999999995958,8.385378077862868e-05,0.00011554460610150775
1661230800,2022-08-23 05:00:00,21106.140972222216,0.11249999999985347,0.0001058990962515883,0.00011645801993437238
1661234400,2022-08-23 06:00:00,20989.17847222223,0.10138888888849983,0.00011501860294922217,0.00010628392392934998
1661238000,2022-08-23 07:00:00,21170.739583333347,0.11111111111108585,0.00011429671208186972,0.00010722572302525416
1661241600,2022-08-23 08:00:00,21423.575000000008,0.12222222222203527,0.00010415718824678012,0.000121062437064884
1661245200,2022-08-23 09:00:00,21401.637499999997,0.12638888888881816,0.00010849919251516956,0.00011302486236136756
1661248800,2022-08-23 10:00:00,21377.61597222222,0.09999999999980799,0.00011862340824478943,0.0001144554058483966
1661252400,2022-08-23 11:00:00,21397.99305555556,0.10833333333344955,0.00012117656876817659,0.00011603352060095645
1661256000,2022-08-23 12:00:00,21391.04652777778,0.10555555555538376,0.0001250698227119948,0.00011008775128290101
1661259600,2022-08-23 13:00:00,21419.96597222222,0.11249999999985347,0.00011584820652788844,0.00012197730518434697
1661263200,2022-08-23 14:00:00,21559.078124999996,0.12291666666652014,0.00012754377488752658,0.00012631309699316954
1661266800,2022-08-23 15:00:00,21489.18229166667,0.1020833333332626,0.0001257843353923896,0.00010750815071280616
1661270400,2022-08-23 16:00:00,21412.548611111113,0.10972222222231823,0.0001073594273235921,0.00011817918158423376
1661274000,2022-08-23 17:00:00,21448.211805555547,0.1041666666666414,0.00012474425651262192,0.00011836663081244298
1661277600,2022-08-23 18:00:00,21493.25243055556,0.11180555555552019,0.00011481190439316261,0.00012275674086923598
1661281200,2022-08-23 19:00:00,21517.478124999983,0.10625000000007073,0.00011516552219839284,0.00012169242964763558
1661284800,2022-08-23 20:00:00,21512.07777777777,0.10555555555540902,0.00012241849392753484,0.00010181645754644156
1661288400,2022-08-23 21:00:00,21461.46666666666,0.09999999999990905,0.0001507398948779445,0.00015200278924038378
1661292000,2022-08-23 22:00:00,21515.30520833332,0.10208333333338891,0.00012858709868275158,0.00014107023080165817
1661295600,2022-08-23 23:00:00,21521.194791666658,0.10069444444409076,0.00010657359570810204,0.00012585507705185016
1661299200,2022-08-24 00:00:00,21445.212152777774,0.10763888888901521,9.848926884252092e-05,0.00014185464758733544
1661302800,2022-08-24 01:00:00,21322.676388888885,0.10138888888885352,0.00011473306052268523,0.00012817151061929132
1661306400,2022-08-24 02:00:00,21255.90208333333,0.09999999999983326,0.00010674791459923275,0.0001231188102061232
1661310000,2022-08-24 03:00:00,21224.500000000007,0.10694444444450507,0.00011439490061177144,0.00012334637940272807
1661313600,2022-08-24 04:00:00,21265.749999999996,0.09999999999960589,0.00011612464244652275,0.000122466257737476
1661317200,2022-08-24 05:00:00,21392.42638888889,0.1791666666664595,0.00012047752043305913,0.00011482371096140248
1661320800,2022-08-24 06:00:00,21371.89756944444,0.11180555555546966,0.00011181755208225276,0.00011310340602127303
1661324400,2022-08-24 07:00:00,21333.603472222225,0.09999999999975746,0.0001098526889664779,0.00013003266310613866
1661328000,2022-08-24 08:00:00,21357.205944055946,0.11818181818165027,0.00011683009918928422,0.00012089588016120256
1661331600,2022-08-24 09:00:00,21333.605555555543,0.10277777777792431,0.00010845547324129201,0.00010987073435982678
1661335200,2022-08-24 10:00:00,21317.434027777766,0.09999999999995958,0.00011699443894266874,9.94049401083301e-05
1661338800,2022-08-24 11:00:00,21378.08819444444,0.10138888888862614,0.00010830556146063443,0.00011026263711030804
1661342400,2022-08-24 12:00:00,21450.369791666668,0.10069444444434339,0.00011947058336871856,0.00010343627100969556
1661346000,2022-08-24 13:00:00,21445.108680555553,0.11180555555534334,0.00011141819642452895,0.00011477838939658634
1661349600,2022-08-24 14:00:00,21464.51666666666,0.10416666666669193,0.00010563339373900242,0.00011335432665711397
1661353200,2022-08-24 15:00:00,21541.910069444457,0.11180555555549493,0.00011017881528166088,0.0001009385599310204
1661356800,2022-08-24 16:00:00,21723.76909722221,0.10347222222203022,0.0001249108495404718,0.00011703174515239218
1661360400,2022-08-24 17:00:00,21671.86041666667,0.10000000000006064,0.00012042766938934974,0.00011153292250103712
1661364000,2022-08-24 18:00:00,21668.547916666677,0.10277777777749482,0.00010240700867796234,0.00011395648968556693
1661367600,2022-08-24 19:00:00,21732.300694444457,0.10277777777769694,0.00010752718267992326,0.00011448353290201376
1661371200,2022-08-24 20:00:00,21700.050694444446,0.09999999999990905,9.428572280400785e-05,0.00011725987177865036
1661374800,2022-08-24 21:00:00,21672.45972222222,0.10138888888877773,0.00014794631525641988,0.00016130992902831087
1661378400,2022-08-24 22:00:00,21516.85208333333,0.13333333333333838,0.00012359936852238834,0.00013619914375696278
1661382000,2022-08-24 23:00:00,21447.072916666664,0.10000000000011117,0.00011179271105379378,0.00010866738398878717
1661385600,2022-08-25 00:00:00,21393.123958333326,0.10625000000014653,0.00010654176641064901,0.00011300557323699022
1661389200,2022-08-25 01:00:00,21539.093055555575,0.09999999999990905,0.00010170339796158597,0.00010624837164904165
1661392800,2022-08-25 02:00:00,21527.117361111126,0.10000000000003537,0.0001079477169306227,0.00011100860534356067
1661396400,2022-08-25 03:00:00,21500.155555555553,0.10000000000018695,0.00011313568130794078,0.00011176388867855745
1661400000,2022-08-25 04:00:00,21512.944097222226,0.11041666666655045,0.0001112644839659633,0.0001053476290217177
1661403600,2022-08-25 05:00:00,21531.03611111111,0.10000000000001011,9.855668021430499e-05,0.00010122779515933544
1661407200,2022-08-25 06:00:00,21646.50555555556,0.11944444444424739,0.00011564727883051839,0.00010138027341510632
1661410800,2022-08-25 07:00:00,21710.08680555556,0.10416666666661614,0.00010217520096948719,0.00010056484728812233
1661414400,2022-08-25 08:00:00,21724.333333333325,0.10555555555518165,0.00010344130603847186,0.00010897782861687368
1661418000,2022-08-25 09:00:00,21667.74548611111,0.10208333333351523,9.092109029483517e-05,9.48484128689765e-05
1661421600,2022-08-25 10:00:00,21675.75833333332,0.09999999999955536,7.944162959898479e-05,9.641944531236648e-05
1661425200,2022-08-25 11:00:00,21679.40451388888,0.10069444444449498,8.841054513305465e-05,9.757471663591084e-05
1661428800,2022-08-25 12:00:00,21673.694097222226,0.10486111111102521,9.281453582931673e-05,0.00011175762857768276
1661432400,2022-08-25 13:00:00,21623.43576388889,0.10486111111115154,0.00010827160174848575,0.00010466709181071785
1661436000,2022-08-25 14:00:00,21694.26388888889,0.10000000000006064,0.00011295869122044958,9.394476047976168e-05
1661439600,2022-08-25 15:00:00,21575.41666666666,0.09999999999975746,9.286825317361526e-05,0.0001070060650982877
