asset,epoch,timestamp,supply,borrow
wbtc,1621555200,2021-05-21,0.03487569473765524,0.08452463690498584
wbtc,1621641600,2021-05-22,0.02125380274643991,0.0840643335731019
wbtc,1621728000,2021-05-23,0.0086326197256888,0.06201010899036922
wbtc,1621814400,2021-05-24,0.007870493160566774,0.059691185760859265
wbtc,1621900800,2021-05-25,0.005419484861075849,0.0514764971407266
wbtc,1621987200,2021-05-26,0.004343064587251867,0.04739977975903743
wbtc,1622073600,2021-05-27,0.004330472160112771,0.04734645830852102
wbtc,1622160000,2021-05-28,0.004072031475588818,0.046291325846490324
wbtc,1622246400,2021-05-29,0.0038681644617597154,0.04543240127915079
wbtc,1622332800,2021-05-30,0.004069284766166487,0.04627924810280442
wbtc,1622419200,2021-05-31,0.0028996359830910554,0.040883980054692695
wbtc,1622505600,2021-06-01,0.002436743112484492,0.03873244935757737
wbtc,1622592000,2021-06-02,0.002284566056565797,0.03793576029998319
wbtc,1622678400,2021-06-03,0.002397378783379379,0.03853231696264888
wbtc,1622764800,2021-06-04,0.0031521525198044383,0.0422221673118297
wbtc,1622851200,2021-06-05,0.003116389435496201,0.04208617941508296
wbtc,1622937600,2021-06-06,0.0030623124230316104,0.041832227840958795
wbtc,1623024000,2021-06-07,0.0031011931263010568,0.042014838545476024
wbtc,1623110400,2021-06-08,0.0030613586965153134,0.04182738297409462
wbtc,1623196800,2021-06-09,0.002901477813091507,0.04106307366624195
wbtc,1623283200,2021-06-10,0.0031146833346273536,0.04204602374148564
wbtc,1623369600,2021-06-11,0.0033032103189507807,0.04294758060727998
wbtc,1623456000,2021-06-12,0.003195501999435972,0.04245379105065229
wbtc,1623542400,2021-06-13,0.003155376554868407,0.04226806658677668
wbtc,1623628800,2021-06-14,0.003174690891835459,0.04235596126551637
wbtc,1623715200,2021-06-15,0.002912942893508801,0.04303637018474296
wbtc,1623801600,2021-06-16,0.0031671901069735735,0.046269517215567324
wbtc,1623888000,2021-06-17,0.003258422197742298,0.04672139542339326
wbtc,1623974400,2021-06-18,0.0032055072090664827,0.046462091284409944
wbtc,1624060800,2021-06-19,0.003198208724418693,0.04642613782362772
wbtc,1624147200,2021-06-20,0.0032355605928852866,0.04660957043177766
wbtc,1624233600,2021-06-21,0.0032253556304451345,0.04655948705759146
wbtc,1624320000,2021-06-22,0.0027069771916654346,0.043744149377054196
wbtc,1624406400,2021-06-23,0.001932447865247078,0.03954157461096096
wbtc,1624492800,2021-06-24,0.0019410519984706996,0.03959370861496358
wbtc,1624579200,2021-06-25,0.0021364008357511208,0.040754316140003
wbtc,1624665600,2021-06-26,0.004054547825392616,0.05039395460356162
wbtc,1624752000,2021-06-27,0.004271933557868172,0.05137691645322534
wbtc,1624838400,2021-06-28,0.004463647431845297,0.052201769120378966
wbtc,1624924800,2021-06-29,0.004474695317906688,0.05224888706249505
wbtc,1625011200,2021-06-30,0.004709515811571141,0.05323517591374612
wbtc,1625097600,2021-07-01,0.004676506576761181,0.053097305711658355
wbtc,1625184000,2021-07-02,0.004594855848359746,0.052755722715969205
wbtc,1625270400,2021-07-03,0.004610933785993589,0.05282352553188449
wbtc,1625356800,2021-07-04,0.004536574881616057,0.05251107335633765
wbtc,1625443200,2021-07-05,0.004388054029694539,0.05186310969933203
wbtc,1625529600,2021-07-06,0.0038829510328196345,0.049655003915673845
wbtc,1625616000,2021-07-07,0.003841291889618391,0.04946092618297106
wbtc,1625702400,2021-07-08,0.004046595235438809,0.05038863168672431
wbtc,1625788800,2021-07-09,0.004348361205528151,0.051682476747861424
wbtc,1625875200,2021-07-10,0.004529780820942906,0.052480021542600716
wbtc,1625961600,2021-07-11,0.0047845767337257135,0.05353490058835759
wbtc,1626048000,2021-07-12,0.0037471854393848324,0.04896636684436507
wbtc,1626134400,2021-07-13,0.0034547350420685206,0.04766774409103779
wbtc,1626220800,2021-07-14,0.0034341618537590997,0.0475698657952824
wbtc,1626307200,2021-07-15,0.003700396860996047,0.04874589930488632
wbtc,1626393600,2021-07-16,0.0023835698234215994,0.04172623738068552
wbtc,1626480000,2021-07-17,0.0017297639228470523,0.038009776482840534
wbtc,1626566400,2021-07-18,0.0010599224285343049,0.03360463821702378
wbtc,1626652800,2021-07-19,0.001288388251727832,0.03528372630802561
wbtc,1626739200,2021-07-20,0.0021643458058019332,0.04080313286907513
wbtc,1626825600,2021-07-21,0.0029336770371042142,0.04507959688242393
wbtc,1626912000,2021-07-22,0.0030634904061504088,0.04575556310607795
wbtc,1626998400,2021-07-23,0.0027461163798781327,0.04409665661226483
wbtc,1627084800,2021-07-24,0.0027764545042806604,0.04423194783111644
wbtc,1627171200,2021-07-25,0.003058789041800939,0.045717476306052225
wbtc,1627257600,2021-07-26,0.0029876305621707256,0.04536883188308881
wbtc,1627344000,2021-07-27,0.003518829244150421,0.04796789444650015
wbtc,1627430400,2021-07-28,0.0034195463135530237,0.04749981506436001
wbtc,1627516800,2021-07-29,0.00353142229840867,0.04803145930059837
wbtc,1627603200,2021-07-30,0.0038334510040204904,0.04939493748904146
wbtc,1627689600,2021-07-31,0.004500218689746892,0.05235739744913344
wbtc,1627776000,2021-08-01,0.004518290422404426,0.05243378032129764
wbtc,1627862400,2021-08-02,0.0050991871901370335,0.05474706189147921
wbtc,1627948800,2021-08-03,0.003827014072766918,0.04929626125934799
wbtc,1628035200,2021-08-04,0.0031001829781537676,0.04580969098680368
wbtc,1628121600,2021-08-05,0.002322328282270357,0.04180863834750448
wbtc,1628208000,2021-08-06,0.003144158339153179,0.046100704948674597
