epoch,btc_price,volume_binance_futures,volume_hitbtc_derivatives,volume_poloniex_futures,volume_perpetual_protocol,volume_huobi_dm,volume_bitfinex_futures,volume_bitforex_futures,volume_kraken_futures,volume_bitget_futures,volume_okex_swap,volume_mxc_futures,volume_bybit,volume_bingx_futures,volume_kumex,volume_gate_futures,volume_bitmex,volume_deribit,volume_dydx_perpetual,volume_crypto_com_futures,sum,date
1663977600,19291.9,52634.3029809,0.0192919,10.842047800000001,0.0192919,983.4624782000001,66.0361737,3498.0073080000006,130.5868711,5746.092415,14259.1641713,4877.0887795,10605.567689800002,7894.9014046,3462.1822497000003,2041.9318636,525.9743616000001,498.0011066,891.3822395000001,24767.0,132892.5627247,2022-09-24 00:00:00+00:00
1664064000,18939.97,27275.564436820005,0.01893997,8.40934668,0.01893997,592.57484139,39.09209808000001,2800.61548396,67.33159335,3733.2574867000003,7558.6958073900005,2796.8653699,5585.07517351,3529.8990288100003,1818.55909949,1017.81504783,278.26603924,206.16157345000002,256.37143392,17011.0,74575.59174046,2022-09-25 00:00:00+00:00
1664150400,18809.41,47714.507485760005,0.01880941,9.122563849999999,0.01880941,973.29292045,53.475152630000004,3376.3643326399997,113.25145761,5938.97716045,13693.94642817,4547.9272439,9834.5000185,6332.31954237,3316.87016881,2076.7469581,622.3657580800001,541.99314915,651.3134400700001,28946.0,128743.01139936002,2022-09-26 00:00:00+00:00
1664236800,19219.73,50438.43353765,0.01921973,8.6488785,0.01921973,1164.1198263699998,55.98707349,3630.64543646,159.73517603,6348.8726306300005,14222.77317757,4829.7259517,10655.764267139999,9365.12095818,3168.8337640199998,1870.77163928,624.17995148,621.1816736000001,876.51578665,27619.0,135660.34816821,2022-09-27 00:00:00+00:00
1664323200,19116.33,72441.10313904,0.01911633,9.806677290000001,0.01911633,1516.80432018,67.11743463,4254.93184773,204.56384733000002,8121.974243430001,19305.42873636,7697.11380918,13985.812889280001,18875.33042769,4429.73156925,2472.90756513,901.6025881200002,923.6437166100002,1096.4935724700001,36263.0,192567.40461638005,2022-09-28 00:00:00+00:00
1664409600,19444.79,54376.71355693,0.01944479,9.002937769999999,0.01944479,1131.8812259000001,53.95929225,3816.9539426300003,179.88375229000002,6781.70107393,14341.42708534,5550.45697113,10925.67749478,8136.2834797000005,3351.1928877600003,1855.5774201200002,588.12711834,612.62755374,803.18649574,35180.0,147694.69117792998,2022-09-29 00:00:00+00:00
1664496000,19563.77,56926.52099961,0.01956377,10.01665024,0.01956377,1311.1443016300002,65.69513966000001,4006.8948612400004,226.21587251,7094.742499190001,15188.137201800002,5194.7287205600005,11963.6366304,13414.46624983,3451.59681356,2038.17312237,662.0379768,820.60233265,825.37589253,36220.0,159420.02439212002,2022-09-30 00:00:00+00:00
1664582400,19476.93,44628.44407857,0.01947693,9.01781859,0.01947693,967.98394407,41.25213774,3294.6006172200005,180.53166417000003,5727.01597413,10880.76746757,4091.7524082600003,8813.505594299999,8410.83954348,3011.34762423,1557.06369192,532.67455857,543.6400701599999,661.72869675,25161.0,118513.20484359,2022-10-01 00:00:00+00:00
1664668800,19314.46,23348.883719259997,0.01931446,7.20429358,0.01931446,566.95665884,33.18224228,2785.60867904,77.33509784,3447.7083678399995,6059.73799486,2076.0147331,4405.415866939999,2998.80168852,1760.64823022,966.4955784,368.5198968,199.94328991999998,266.4429757,14921.0,64289.93794205999,2022-10-02 00:00:00+00:00
1664755200,19065.15,31298.5322793,0.019065150000000003,7.416343350000001,0.019065150000000003,749.7942192,44.688711600000005,3313.2942882,95.17322880000002,4146.6319947,8014.3599100500005,2924.1364464000003,5816.41502715,4756.373622,2154.7241878500004,1259.72978625,466.44795990000006,367.11852840000006,439.96646655,24249.0,90103.84113,2022-10-03 00:00:00+00:00
1664841600,19620.57,42799.428472349995,40.889267880000006,8.77039479,0.01962057,1052.1726868199999,44.49945276,3357.60928239,150.80370102,6229.6683189899995,10643.27629935,3888.07101291,8963.79474849,6283.036269390001,2972.06508189,1641.0252336600001,568.05474264,431.59367829,560.46158205,26266.0,115901.23984623997,2022-10-04 00:00:00+00:00
1664928000,20345.4,38001.7688274,45.695768400000006,7.3446894,0.020345400000000003,946.8749160000001,49.37828580000001,2938.9744116,92.44949760000002,5388.1536636,9654.746806800002,3370.6224180000004,7977.8585934,7325.137470600001,2806.037568,1428.4301886,562.9368726,404.2834434,572.824737,25430.0,107003.53850360001,2022-10-05 00:00:00+00:00
1665014400,20161.83,46823.55172638001,50.42473683000001,6.91550769,0.020161830000000002,1138.1353035,47.60208063,3324.5849578500006,133.26969630000002,6352.46842542,11933.807338830002,3818.7715729800007,9347.99215584,7364.02776018,2941.8932626200003,1760.7527757300002,597.7176121800001,488.52114090000003,599.7539570100001,27943.0,124673.2101727,2022-10-06 00:00:00+00:00
1665100800,19949.05,43946.2011241,47.57848425,9.31620635,0.01994905,1180.7044733,58.33102219999999,3279.48417665,143.61321095,6163.6180804,10770.11306305,3892.6980246,9184.1835371,9861.613377,2757.5172834,1842.8533409,620.4553531,631.16799295,784.1173593,27603.0,122776.58605864999,2022-10-07 00:00:00+00:00
1665187200,19457.31,26915.1023499,40.37391825,6.245796510000001,0.019457310000000002,646.54695399,28.62170301,2916.4561959000002,60.12308790000001,3658.8498589500005,5887.3928598,2477.46036768,5210.2590144900005,3266.90180631,2137.59953391,974.0913105300001,402.3771708,362.8788315,376.14871692,14828.0,70195.44893366,2022-10-08 00:00:00+00:00
1665273600,19418.04,17807.56601652,21.61227852,5.165198640000001,0.01941804,528.59788488,19.185023519999998,2618.8333826400003,35.86511988,3390.9334891200006,4497.4122444,1889.0451853200002,3602.8231416000003,3083.11871904,1394.23469004,715.88488068,329.38821252,177.55855776,187.1899056,10158.0,50462.43334872,2022-10-09 00:00:00+00:00
1665360000,19448.15,25312.13673985,29.833462100000002,5.0176227,0.01944815,760.811628,30.12518435,2908.0818695,62.13683925000001,3998.3062622,6521.1786246500005,2526.5286146500002,5125.229313950001,3762.8086138500003,1910.1000522500003,1124.6865145,548.3600374000001,312.88183720000006,293.84209835,14665.0,69897.0847629,2022-10-10 00:00:00+00:00
1665446400,19142.69,36017.04780576,49.31156944,7.925073659999999,0.01914269,962.6093093399999,43.37733554,2931.64554543,97.24486519999999,4977.041971929999,9083.76154301,3613.14445212,7059.900642759999,5627.28086585,2611.59891132,1640.9496721799999,584.90489295,399.85250871999995,486.77946400999997,22358.0,98552.39557190998,2022-10-11 00:00:00+00:00
1665532800,19058.63,32864.30134077,41.41440299,5.56511996,0.01905863,799.98599425,33.69565784,3038.17432556,87.4791117,4687.75592795,8250.23316481,3267.3162340500003,6437.28098606,5774.74583137,2288.97958026,1492.9577810500002,484.05108474,290.35822805000004,488.83480087,18713.0,89046.14863091,2022-10-12 00:00:00+00:00
